,Year,Month,variable,value
13177,1987,2,27,24.3
13178,1987,3,27,38.6
13179,1987,4,27,27.6
13180,1987,5,27,37.7
13181,1987,6,27,34.8
13182,1987,7,27,31.8
13183,1987,8,27,29.8
13184,1987,9,27,34.5
13185,1987,10,27,31.4
13186,1987,11,27,28.6
13187,1987,12,27,26.2
13188,1988,1,27,23.5
13189,1988,2,27,29.5
13190,1988,3,27,35
13191,1988,4,27,****
13192,1988,5,27,37.6
13193,1988,6,27,31.1
13194,1988,7,27,30.9
13195,1988,8,27,31.4
13196,1988,9,27,34.7
13197,1988,10,27,32.1
13198,1988,11,27,28
13199,1988,12,27,25.5
13200,1989,1,27,25.6
13201,1989,2,27,31.5
13202,1989,3,27,37.4
13203,1989,4,27,39.6
13204,1989,5,27,27.1
13205,1989,6,27,32.6
13206,1989,7,27,32.4
13207,1989,8,27,34.4
13208,1989,9,27,29.5
13209,1989,10,27,33
13210,1989,11,27,29.5
13211,1989,12,27,21.8
13212,1990,1,27,28.4
13213,1990,2,27,28.8
13214,1990,3,27,29.2
13215,1990,4,27,30.4
13216,1990,5,27,33
13217,1990,6,27,31
13218,1990,7,27,32
13219,1990,8,27,33.6
13220,1990,9,27,32.4
13221,1990,10,27,31.2
13222,1990,11,27,28.6
13223,1990,12,27,25.6
13224,1991,1,27,26.2
13225,1991,2,27,29.8
13226,1991,3,27,35.6
13227,1991,4,27,38.5
13228,1991,5,27,32.8
13229,1991,6,27,35
13230,1991,7,27,34.6
13231,1991,8,27,33
13232,1991,9,27,33.5
13233,1991,10,27,31
13234,1991,11,27,28.1
13235,1991,12,27,18.5
13236,1992,1,27,26.4
13237,1992,2,27,27.2
13238,1992,3,27,38
13239,1992,4,27,36.4
13240,1992,5,27,32.8
13241,1992,6,27,32.3
13242,1992,7,27,30
13243,1992,8,27,30
13244,1992,9,27,29.3
13245,1992,10,27,30.2
13246,1992,11,27,27.5
13247,1992,12,27,25
13248,1993,1,27,25
13249,1993,2,27,26.6
13250,1993,3,27,27.1
13251,1993,4,27,33.8
13252,1993,5,27,33.6
13253,1993,6,27,33
13254,1993,7,27,31.6
13255,1993,8,27,32.8
13256,1993,9,27,31.4
13257,1993,10,27,31.2
13258,1993,11,27,28.7
13259,1993,12,27,26.6
13260,1994,1,27,26.5
13261,1994,2,27,29
13262,1994,3,27,32.3
13263,1994,4,27,36
13264,1994,5,27,36
13265,1994,6,27,32.5
13266,1994,7,27,31.8
13267,1994,8,27,33.4
13268,1994,9,27,32.8
13269,1994,10,27,32
13270,1994,11,27,27.8
13271,1994,12,27,24.6
13272,1995,1,27,24.8
13273,1995,2,27,28.2
13274,1995,3,27,34
13275,1995,4,27,38.3
13276,1995,5,27,43.3
13277,1995,6,27,33.8
13278,1995,7,27,32.3
13279,1995,8,27,34.8
13280,1995,9,27,26.8
13281,1995,10,27,31
13282,1995,11,27,27
13283,1995,12,27,23.9
13284,1996,1,27,25
13285,1996,2,27,28.5
13286,1996,3,27,31.3
13287,1996,4,27,33
13288,1996,5,27,40.4
13289,1996,6,27,34.5
13290,1996,7,27,31.6
13291,1996,8,27,35
13292,1996,9,27,31.5
13293,1996,10,27,28.9
13294,1996,11,27,26.8
13295,1996,12,27,25
13296,1997,1,27,23.1
13297,1997,2,27,28.5
13298,1997,3,27,31
13299,1997,4,27,28.2
13300,1997,5,27,32
13301,1997,6,27,31.2
13302,1997,7,27,31.2
13303,1997,8,27,35.8
13304,1997,9,27,31
13305,1997,10,27,30
13306,1997,11,27,29.4
13307,1997,12,27,22.4
13308,1998,1,27,25.6
13309,1998,2,27,27
13310,1998,3,27,33.2
13311,1998,4,27,34.4
13312,1998,5,27,30
13313,1998,6,27,33.5
13314,1998,7,27,34.5
13315,1998,8,27,33.3
13316,1998,9,27,35.4
13317,1998,10,27,32.3
13318,1998,11,27,28.9
13319,1998,12,27,25.2
13320,1999,1,27,25
13321,1999,2,27,32.2
13322,1999,3,27,37.2
13323,1999,4,27,40.6
13324,1999,5,27,32.5
13325,1999,6,27,30.4
13326,1999,7,27,32.2
13327,1999,8,27,32
13328,1999,9,27,30.8
13329,1999,10,27,32.3
13330,1999,11,27,28
13331,1999,12,27,25.8
13332,2000,1,27,27.3
13333,2000,2,27,27.8
13334,2000,3,27,34.2
13335,2000,4,27,29.3
13336,2000,5,27,31.2
13337,2000,6,27,34.3
13338,2000,7,27,32.8
13339,2000,8,27,33.3
13340,2000,9,27,34.2
13341,2000,10,27,26.8
13342,2000,11,27,28.4
13343,2000,12,27,26.5
13344,2001,1,27,23.8
13345,2001,2,27,30
13346,2001,3,27,36.7
13347,2001,4,27,38
13348,2001,5,27,31.7
13349,2001,6,27,32
13350,2001,7,27,34
13351,2001,8,27,33.7
13352,2001,9,27,35.5
13353,2001,10,27,32.4
13354,2001,11,27,29.6
13355,2001,12,27,26.2
13356,2002,1,27,26.3
13357,2002,2,27,29.2
13358,2002,3,27,30.4
13359,2002,4,27,32.4
13360,2002,5,27,29
13361,2002,6,27,33.8
13362,2002,7,27,35.4
13363,2002,8,27,33
13364,2002,9,27,28.6
13365,2002,10,27,30.8
13366,2002,11,27,30
13367,2002,12,27,24.2
13368,2003,1,27,23.8
13369,2003,2,27,33
13370,2003,3,27,32.8
13371,2003,4,27,37.3
13372,2003,5,27,40.2
13373,2003,6,27,33.7
13374,2003,7,27,31.7
13375,2003,8,27,33.8
13376,2003,9,27,32.5
13377,2003,10,27,28.4
13378,2003,11,27,28.4
13379,2003,12,27,24.8
13380,2004,1,27,22.2
13381,2004,2,27,32
13382,2004,3,27,38.6
13383,2004,4,27,34.4
13384,2004,5,27,35.3
13385,2004,6,27,36.6
13386,2004,7,27,33
13387,2004,8,27,33.1
13388,2004,9,27,33
13389,2004,10,27,31.4
13390,2004,11,27,29.3
13391,2004,12,27,20.4
13392,2005,1,27,24.6
13393,2005,2,27,30.5
13394,2005,3,27,32.2
13395,2005,4,27,38.6
13396,2005,5,27,38.3
13397,2005,6,27,32.5
13398,2005,7,27,32.4
13399,2005,8,27,34.2
13400,2005,9,27,34.2
13401,2005,10,27,30.4
13402,2005,11,27,25.5
13403,2005,12,27,25.5
13404,2006,1,27,26
13405,2006,2,27,36.8
13406,2006,3,27,37.6
13407,2006,4,27,32
13408,2006,5,27,34.3
13409,2006,6,27,34.2
13410,2006,7,27,31
13411,2006,8,27,33.3
13412,2006,9,27,33.4
13413,2006,10,27,31.6
13414,2006,11,27,26.7
13415,2006,12,27,25.5
13416,2007,1,27,27.4
13417,2007,2,27,29.5
13418,2007,3,27,34.6
13419,2007,4,27,31
13420,2007,5,27,35.6
13421,2007,6,27,35.9
13422,2007,7,27,30.2
13423,2007,8,27,32.7
13424,2007,9,27,32.6
13425,2007,10,27,31
13426,2007,11,27,29.5
13427,2007,12,27,24.6
13428,2008,1,27,22.8
13429,2008,2,27,28
13430,2008,3,27,36.4
13431,2008,4,27,38.3
13432,2008,5,27,35.4
13433,2008,6,27,34
13434,2008,7,27,33.5
13435,2008,8,27,33.5
13436,2008,9,27,31.5
13437,2008,10,27,24.5
13438,2008,11,27,29
13439,2008,12,27,24.2
13440,2009,1,27,24.2
13441,2009,2,27,32.5
13442,2009,3,27,32.6
13443,2009,4,27,40.8
13444,2009,5,27,34
13445,2009,6,27,36.5
13446,2009,7,27,31.8
13447,2009,8,27,28
13448,2009,9,27,35.2
13449,2009,10,27,31.5
13450,2009,11,27,27.4
13451,2009,12,27,24.2
13452,2010,1,27,25.8
13453,2010,2,27,31.4
13454,2010,3,27,37.2
13455,2010,4,27,32.7
13456,2010,5,27,33
13457,2010,6,27,32.8
13458,2010,7,27,33.9
13459,2010,8,27,34.2
13460,2010,9,27,34.8
13461,2010,10,27,32.3
13462,2010,11,27,28.8
13463,2010,12,27,24.8
13464,2011,1,27,25.5
13465,2011,2,27,30.4
13466,2011,3,27,34
13467,2011,4,27,33.8
13468,2011,5,27,36.3
13469,2011,6,27,31.7
13470,2011,7,27,35
13471,2011,8,27,34.5
13472,2011,9,27,31.2
13473,2011,10,27,30.8
13474,2011,11,27,29.4
13475,2011,12,27,26
13476,2012,1,27,25.8
13477,2012,2,27,29.2
13478,2012,3,27,38
13479,2012,4,27,38.4
13480,2012,5,27,37.6
13481,2012,6,27,36.5
13482,2012,7,27,32.6
13483,2012,8,27,35.5
13484,2012,9,27,36
13485,2012,10,27,31
13486,2012,11,27,27.4
13487,2012,12,27,19
13488,2013,1,27,23.5
13489,2013,2,27,31.3
13490,2013,3,27,35.5
13491,2013,4,27,36.6
13492,2013,5,27,36
13493,2013,6,27,33
13494,2013,7,27,30
13495,2013,8,27,32.7
13496,2013,9,27,34.2
13497,2013,10,27,29.5
13498,2013,11,27,29.8
13499,2013,12,27,19.6
13500,2014,1,27,21.2
13501,2014,2,27,27.8
13502,2014,3,27,37.2
13503,2014,4,27,40.8
13504,2014,5,27,31.3
13505,2014,6,27,31.8
13506,2014,7,27,31.4
13507,2014,8,27,34.1
13508,2014,9,27,35
13509,2014,10,27,29.5
13510,2014,11,27,27.7
13511,2014,12,27,20.7
13512,2015,1,27,25.8
13513,2015,2,27,33
13514,2015,3,27,35.4
13515,2015,4,27,32.3
13516,2015,5,27,37.4
13517,2015,6,27,29.8
13518,2015,7,27,33.4
13519,2015,8,27,34.6
13520,2015,9,27,34.6
13521,2015,10,27,31.4
13522,2015,11,27,29.5
13523,2015,12,27,24.7
13524,2016,1,27,24
13525,2016,2,27,31
13526,2016,3,27,34.2
13527,2016,4,27,39.4
13528,2016,5,27,34.6
13529,2016,6,27,35.5
13530,2016,7,27,33
13531,2016,8,27,36.5
13532,2016,9,27,32.7
13533,2016,10,27,27.7
13534,2016,11,27,29.8
13535,2016,12,27,26.3
13536,2017,1,27,28.5
13537,2017,2,27,30.4
13538,2017,3,27,33.4
13539,2017,4,27,37.7
13540,2017,5,27,35.5
13541,2017,6,27,35.6
13542,2017,7,27,33.4
13543,2017,8,27,32.6
13544,2017,9,27,33
13545,2017,10,27,30
13546,2017,11,27,27.7
13547,2017,12,27,24.5
13548,2018,1,27,21.6
13549,2018,2,27,29.8
13550,2018,3,27,34.2
13551,2018,4,27,33.8
13552,2018,5,27,35.2
13553,2018,6,27,34
13554,2018,7,27,31.5
13555,2018,8,27,33.4
13556,2018,9,27,36.3
13557,2018,10,27,32
13558,2018,11,27,29.5
13559,2018,12,27,23.6
13560,2019,1,27,27.2
13561,2019,2,27,25
13562,2019,3,27,31.5
13563,2019,4,27,35.6
13564,2019,5,27,37.8
13565,2019,6,27,33.2
13566,2019,7,27,32
13567,2019,8,27,35.7
13568,2019,9,27,30
13569,2019,10,27,28.5
13570,2019,11,27,29.6
13571,2019,12,27,17.3
13572,2020,1,27,21.9
13573,2020,2,27,26.9
13574,2020,3,27,35.8
13575,2020,4,27,33.6
13576,2020,5,27,27
13577,2020,6,27,34.8
13578,2020,7,27,31.3
13579,2020,8,27,35
13580,2020,9,27,35
13581,2020,10,27,32.7
13582,2020,11,27,24.5
13583,2020,12,27,24
13584,2021,1,27,21.2
13585,2021,2,27,34.2
13586,2021,3,27,36.6
13587,2021,4,27,38.3
13588,2021,5,27,32
13589,2021,6,27,35.8
13590,2021,7,27,35.4
13591,2021,8,27,33.4
13592,2021,9,27,35.8
13593,2021,10,27,31.7
13594,2021,11,27,28
13595,2021,12,27,25.6
13596,2022,1,27,23.3
13597,2022,2,27,27.6
13598,2022,3,27,36.6
13599,2022,4,27,38.9
13600,2022,5,27,36
13601,2022,6,27,36.1
13602,2022,7,27,35.5
13603,2022,8,27,36.6
13604,2022,9,27,****
13605,2022,10,27,****
13606,2022,11,27,****
13607,2022,12,27,****
13608,1981,1,28,23.3
13609,1981,2,28,34.3
13610,1981,3,28,28.1
13611,1981,4,28,32.1
13612,1981,5,28,32.8
13613,1981,6,28,30.8
13614,1981,7,28,32.5
13615,1981,8,28,****
13616,1981,9,28,****
13617,1981,10,28,****
13618,1981,11,28,****
13619,1981,12,28,****
13620,1982,1,28,****
13621,1982,2,28,****
13622,1982,3,28,****
13623,1982,4,28,****
13624,1982,5,28,36.8
13625,1982,6,28,32
13626,1982,7,28,30.5
13627,1982,8,28,32.2
13628,1982,9,28,32.5
13629,1982,10,28,31
13630,1982,11,28,26.2
13631,1982,12,28,25.4
13632,1983,1,28,28.5
13633,1983,2,28,29.1
13634,1983,3,28,38.6
13635,1983,4,28,32
13636,1983,5,28,38.2
13637,1983,6,28,31.1
13638,1983,7,28,30.5
13639,1983,8,28,33.2
13640,1983,9,28,31.7
13641,1983,10,28,29.5
13642,1983,11,28,29
13643,1983,12,28,20.2
13644,1984,1,28,21.8
13645,1984,2,28,28.6
13646,1984,3,28,36.5
13647,1984,4,28,35
13648,1984,5,28,35
13649,1984,6,28,31.8
13650,1984,7,28,32
13651,1984,8,28,30.5
13652,1984,9,28,33
13653,1984,10,28,31.5
13654,1984,11,28,27.3
13655,1984,12,28,25.4
13656,1985,1,28,28
13657,1985,2,28,29.8
13658,1985,3,28,38.2
13659,1985,4,28,32.5
13660,1985,5,28,35.8
13661,1985,6,28,33.1
13662,1985,7,28,31.2
13663,1985,8,28,32
13664,1985,9,28,33.7
13665,1985,10,28,28.5
13666,1985,11,28,27.7
13667,1985,12,28,22.5
13668,1986,1,28,28
13669,1986,2,28,29
13670,1986,3,28,37.5
13671,1986,4,28,33.5
13672,1986,5,28,35.8
13673,1986,6,28,31.4
13674,1986,7,28,30
13675,1986,8,28,34.5
13676,1986,9,28,23.5
13677,1986,10,28,29
13678,1986,11,28,28
13679,1986,12,28,20
13680,1987,1,28,27
13681,1987,2,28,29.7
13682,1987,3,28,37.6
13683,1987,4,28,29.2
13684,1987,5,28,37.6
13685,1987,6,28,34.4
13686,1987,7,28,30.8
13687,1987,8,28,30.2
13688,1987,9,28,33.4
13689,1987,10,28,30.6
13690,1987,11,28,28.6
13691,1987,12,28,25.4
13692,1988,1,28,24.3
13693,1988,2,28,30.2
13694,1988,3,28,34.1
13695,1988,4,28,36.8
13696,1988,5,28,36.1
13697,1988,6,28,30.7
13698,1988,7,28,32.9
13699,1988,8,28,31
13700,1988,9,28,35.8
13701,1988,10,28,32.5
13702,1988,11,28,20.7
13703,1988,12,28,24.8
13704,1989,1,28,25
13705,1989,2,28,33.7
13706,1989,3,28,33.1
13707,1989,4,28,37.2
13708,1989,5,28,33
13709,1989,6,28,32.9
13710,1989,7,28,29.5
13711,1989,8,28,34.6
13712,1989,9,28,30
13713,1989,10,28,31.9
13714,1989,11,28,27.4
13715,1989,12,28,21.5
13716,1990,1,28,29
13717,1990,2,28,29.4
13718,1990,3,28,25.4
13719,1990,4,28,33
13720,1990,5,28,33.5
13721,1990,6,28,32.6
13722,1990,7,28,32.4
13723,1990,8,28,33.5
13724,1990,9,28,32.2
13725,1990,10,28,31.2
13726,1990,11,28,28.9
13727,1990,12,28,25.8
13728,1991,1,28,28.2
13729,1991,2,28,30.6
13730,1991,3,28,36.4
13731,1991,4,28,35.6
13732,1991,5,28,33
13733,1991,6,28,34.4
13734,1991,7,28,34.6
13735,1991,8,28,32.6
13736,1991,9,28,33.9
13737,1991,10,28,31.5
13738,1991,11,28,26.6
13739,1991,12,28,19.8
13740,1992,1,28,26.8
13741,1992,2,28,26.4
13742,1992,3,28,37.2
13743,1992,4,28,31
13744,1992,5,28,34.5
13745,1992,6,28,31.6
13746,1992,7,28,32.1
13747,1992,8,28,33.1
13748,1992,9,28,26.7
13749,1992,10,28,32
13750,1992,11,28,28.2
13751,1992,12,28,25.1
13752,1993,1,28,25.8
13753,1993,2,28,29.6
13754,1993,3,28,30.4
13755,1993,4,28,36.8
13756,1993,5,28,34
13757,1993,6,28,31
13758,1993,7,28,33.6
13759,1993,8,28,33
13760,1993,9,28,31.5
13761,1993,10,28,31.3
13762,1993,11,28,28.8
13763,1993,12,28,26.3
13764,1994,1,28,26.6
13765,1994,2,28,31.8
13766,1994,3,28,28.2
13767,1994,4,28,38.1
13768,1994,5,28,38
13769,1994,6,28,30.5
13770,1994,7,28,33
13771,1994,8,28,33.2
13772,1994,9,28,33.2
13773,1994,10,28,32.8
13774,1994,11,28,28
13775,1994,12,28,24.5
13776,1995,1,28,25.7
13777,1995,2,28,29.5
13778,1995,3,28,31.3
13779,1995,4,28,39.6
13780,1995,5,28,43
13781,1995,6,28,34.2
13782,1995,7,28,32
13783,1995,8,28,33.6
13784,1995,9,28,27.5
13785,1995,10,28,31.6
13786,1995,11,28,26.4
13787,1995,12,28,23.5
13788,1996,1,28,25.7
13789,1996,2,28,27.8
13790,1996,3,28,33.4
13791,1996,4,28,30.3
13792,1996,5,28,41
13793,1996,6,28,34.2
13794,1996,7,28,33.5
13795,1996,8,28,32.7
13796,1996,9,28,29
13797,1996,10,28,23.5
13798,1996,11,28,27
13799,1996,12,28,25.5
13800,1997,1,28,24.6
13801,1997,2,28,30.8
13802,1997,3,28,33.5
13803,1997,4,28,28
13804,1997,5,28,33.8
13805,1997,6,28,31.6
13806,1997,7,28,32.8
13807,1997,8,28,32.4
13808,1997,9,28,32.6
13809,1997,10,28,29
13810,1997,11,28,28.4
13811,1997,12,28,24
13812,1998,1,28,18.8
13813,1998,2,28,28.5
13814,1998,3,28,33
13815,1998,4,28,36.4
13816,1998,5,28,29.3
13817,1998,6,28,32.2
13818,1998,7,28,33.4
13819,1998,8,28,33.5
13820,1998,9,28,30.2
13821,1998,10,28,32
13822,1998,11,28,29.5
13823,1998,12,28,23.5
13824,1999,1,28,26.2
13825,1999,2,28,31.2
13826,1999,3,28,35.6
13827,1999,4,28,39.6
13828,1999,5,28,32.3
13829,1999,6,28,31.7
13830,1999,7,28,28.8
13831,1999,8,28,31.8
13832,1999,9,28,32.8
13833,1999,10,28,33.1
13834,1999,11,28,28
13835,1999,12,28,24.5
13836,2000,1,28,25.6
13837,2000,2,28,28
13838,2000,3,28,34.3
13839,2000,4,28,30.9
13840,2000,5,28,31.5
13841,2000,6,28,33.2
13842,2000,7,28,31.8
13843,2000,8,28,34.5
13844,2000,9,28,33
13845,2000,10,28,22.8
13846,2000,11,28,28.8
13847,2000,12,28,26.3
13848,2001,1,28,24
13849,2001,2,28,31.4
13850,2001,3,28,37
13851,2001,4,28,39.8
13852,2001,5,28,33.7
13853,2001,6,28,34
13854,2001,7,28,33.7
13855,2001,8,28,34.4
13856,2001,9,28,33.6
13857,2001,10,28,31
13858,2001,11,28,28.8
13859,2001,12,28,26.2
13860,2002,1,28,18.5
13861,2002,2,28,30.3
13862,2002,3,28,31.8
13863,2002,4,28,35.2
13864,2002,5,28,30.6
13865,2002,6,28,35
13866,2002,7,28,35.4
13867,2002,8,28,33.1
13868,2002,9,28,33.6
13869,2002,10,28,30.8
13870,2002,11,28,30.1
13871,2002,12,28,23.7
13872,2003,1,28,25.7
13873,2003,2,28,32
13874,2003,3,28,33.2
13875,2003,4,28,34.2
13876,2003,5,28,41.4
13877,2003,6,28,32.5
13878,2003,7,28,32.8
13879,2003,8,28,32
13880,2003,9,28,33.2
13881,2003,10,28,30.4
13882,2003,11,28,27.2
13883,2003,12,28,21.4
13884,2004,1,28,22.8
13885,2004,2,28,32
13886,2004,3,28,38.7
13887,2004,4,28,35.4
13888,2004,5,28,35.5
13889,2004,6,28,36.6
13890,2004,7,28,32.7
13891,2004,8,28,33.4
13892,2004,9,28,32.2
13893,2004,10,28,29.7
13894,2004,11,28,29
13895,2004,12,28,22.7
13896,2005,1,28,22.5
13897,2005,2,28,30.8
13898,2005,3,28,34
13899,2005,4,28,38.5
13900,2005,5,28,38.4
13901,2005,6,28,29
13902,2005,7,28,33.3
13903,2005,8,28,35.6
13904,2005,9,28,34.4
13905,2005,10,28,29.6
13906,2005,11,28,27.5
13907,2005,12,28,24.8
13908,2006,1,28,27
13909,2006,2,28,33.6
13910,2006,3,28,34
13911,2006,4,28,35.6
13912,2006,5,28,34.2
13913,2006,6,28,34.2
13914,2006,7,28,33.5
13915,2006,8,28,33.8
13916,2006,9,28,35.5
13917,2006,10,28,32.3
13918,2006,11,28,25.4
13919,2006,12,28,25.4
13920,2007,1,28,28.3
13921,2007,2,28,30.5
13922,2007,3,28,34.7
13923,2007,4,28,34.6
13924,2007,5,28,37
13925,2007,6,28,34.5
13926,2007,7,28,30
13927,2007,8,28,34.3
13928,2007,9,28,34.2
13929,2007,10,28,31.7
13930,2007,11,28,27.8
13931,2007,12,28,22.4
13932,2008,1,28,22.5
13933,2008,2,28,28.3
13934,2008,3,28,37.2
13935,2008,4,28,37.2
13936,2008,5,28,37.5
13937,2008,6,28,33
13938,2008,7,28,33.5
13939,2008,8,28,33
13940,2008,9,28,26.6
13941,2008,10,28,29
13942,2008,11,28,28.7
13943,2008,12,28,25.2
13944,2009,1,28,26.6
13945,2009,2,28,32.7
13946,2009,3,28,34.2
13947,2009,4,28,38.2
13948,2009,5,28,35
13949,2009,6,28,36.3
13950,2009,7,28,31
13951,2009,8,28,32.4
13952,2009,9,28,35.4
13953,2009,10,28,31.6
13954,2009,11,28,28.2
13955,2009,12,28,24
13956,2010,1,28,25.5
13957,2010,2,28,33
13958,2010,3,28,38
13959,2010,4,28,34.7
13960,2010,5,28,32.5
13961,2010,6,28,31
13962,2010,7,28,35.5
13963,2010,8,28,35.4
13964,2010,9,28,34
13965,2010,10,28,31.6
13966,2010,11,28,28.2
13967,2010,12,28,24.4
13968,2011,1,28,25
13969,2011,2,28,30.5
13970,2011,3,28,29.8
13971,2011,4,28,32
13972,2011,5,28,34.5
13973,2011,6,28,31
13974,2011,7,28,36
13975,2011,8,28,34.4
13976,2011,9,28,33
13977,2011,10,28,31.4
13978,2011,11,28,28.4
13979,2011,12,28,27.2
13980,2012,1,28,24.3
13981,2012,2,28,29.5
13982,2012,3,28,39.3
13983,2012,4,28,38.5
13984,2012,5,28,39.5
13985,2012,6,28,34.5
13986,2012,7,28,32.5
13987,2012,8,28,36
13988,2012,9,28,36
13989,2012,10,28,31.4
13990,2012,11,28,26.6
13991,2012,12,28,21.8
13992,2013,1,28,27
13993,2013,2,28,32.8
13994,2013,3,28,35
13995,2013,4,28,37.4
13996,2013,5,28,34.6
13997,2013,6,28,32.6
13998,2013,7,28,31.8
13999,2013,8,28,32.2
14000,2013,9,28,34
14001,2013,10,28,30.7
14002,2013,11,28,29.9
14003,2013,12,28,17.3
14004,2014,1,28,22.4
14005,2014,2,28,23.4
14006,2014,3,28,37.5
14007,2014,4,28,39
14008,2014,5,28,31.6
14009,2014,6,28,35.2
14010,2014,7,28,32.6
14011,2014,8,28,31.6
14012,2014,9,28,35.7
14013,2014,10,28,30.7
14014,2014,11,28,27.8
14015,2014,12,28,23.7
14016,2015,1,28,25.8
14017,2015,2,28,33
14018,2015,3,28,33.7
14019,2015,4,28,32.5
14020,2015,5,28,37.2
14021,2015,6,28,30.6
14022,2015,7,28,35.3
14023,2015,8,28,35.5
14024,2015,9,28,34.6
14025,2015,10,28,31.5
14026,2015,11,28,29.8
14027,2015,12,28,24.8
14028,2016,1,28,25.3
14029,2016,2,28,31.6
14030,2016,3,28,33
14031,2016,4,28,40.2
14032,2016,5,28,33.2
14033,2016,6,28,36.2
14034,2016,7,28,33
14035,2016,8,28,35.3
14036,2016,9,28,34.8
14037,2016,10,28,30.2
14038,2016,11,28,29.6
14039,2016,12,28,23.8
14040,2017,1,28,26.4
14041,2017,2,28,31
14042,2017,3,28,33
14043,2017,4,28,37.9
14044,2017,5,28,37.2
14045,2017,6,28,35.5
14046,2017,7,28,34.7
14047,2017,8,28,33.5
14048,2017,9,28,33.9
14049,2017,10,28,29.4
14050,2017,11,28,26.8
14051,2017,12,28,26.8
14052,2018,1,28,24.9
14053,2018,2,28,30.7
14054,2018,3,28,35
14055,2018,4,28,34.4
14056,2018,5,28,35.7
14057,2018,6,28,35
14058,2018,7,28,33
14059,2018,8,28,35.5
14060,2018,9,28,34.6
14061,2018,10,28,30.5
14062,2018,11,28,30.3
14063,2018,12,28,22.5
14064,2019,1,28,25.1
14065,2019,2,28,23.2
14066,2019,3,28,34.4
14067,2019,4,28,39.9
14068,2019,5,28,36.3
14069,2019,6,28,36.6
14070,2019,7,28,32
14071,2019,8,28,36
14072,2019,9,28,26.7
14073,2019,10,28,28.9
14074,2019,11,28,30.7
14075,2019,12,28,21.6
14076,2020,1,28,24.8
14077,2020,2,28,28.3
14078,2020,3,28,35.8
14079,2020,4,28,29.7
14080,2020,5,28,30.5
14081,2020,6,28,33.2
14082,2020,7,28,34.3
14083,2020,8,28,34.7
14084,2020,9,28,35.1
14085,2020,10,28,32.6
14086,2020,11,28,28.5
14087,2020,12,28,24.3
14088,2021,1,28,23
14089,2021,2,28,35.5
14090,2021,3,28,36.3
14091,2021,4,28,39.3
14092,2021,5,28,35.8
14093,2021,6,28,35
14094,2021,7,28,35
14095,2021,8,28,35
14096,2021,9,28,32
14097,2021,10,28,31.8
14098,2021,11,28,29
14099,2021,12,28,25.7
14100,2022,1,28,20.1
14101,2022,2,28,29.5
14102,2022,3,28,37.8
14103,2022,4,28,36.8
14104,2022,5,28,35.8
14105,2022,6,28,34.3
14106,2022,7,28,33.4
14107,2022,8,28,35.3
14108,2022,9,28,****
14109,2022,10,28,****
14110,2022,11,28,****
14111,2022,12,28,****
14112,1981,1,29,24.7
14113,1981,2,29,
14114,1981,3,29,29.6
14115,1981,4,29,31.8
14116,1981,5,29,31.7
14117,1981,6,29,32.9
14118,1981,7,29,33.1
14119,1981,8,29,****
14120,1981,9,29,****
14121,1981,10,29,****
14122,1981,11,29,****
14123,1981,12,29,****
14124,1982,1,29,****
14125,1982,2,29,
14126,1982,3,29,****
14127,1982,4,29,****
14128,1982,5,29,34.3
14129,1982,6,29,32.5
14130,1982,7,29,33.1
14131,1982,8,29,31
14132,1982,9,29,32.2
14133,1982,10,29,29.8
14134,1982,11,29,26.2
14135,1982,12,29,25
14136,1983,1,29,22.5
14137,1983,2,29,
14138,1983,3,29,37
14139,1983,4,29,34.5
14140,1983,5,29,37.7
14141,1983,6,29,33
14142,1983,7,29,32.9
14143,1983,8,29,32.3
14144,1983,9,29,33.7
14145,1983,10,29,30
14146,1983,11,29,28.6
14147,1983,12,29,19.9
14148,1984,1,29,24
14149,1984,2,29,29
14150,1984,3,29,37.7
14151,1984,4,29,35
14152,1984,5,29,35.6
14153,1984,6,29,31.5
14154,1984,7,29,33
14155,1984,8,29,32
14156,1984,9,29,33.2
14157,1984,10,29,31.9
14158,1984,11,29,28.2
14159,1984,12,29,25.6
14160,1985,1,29,28.2
14161,1985,2,29,
14162,1985,3,29,35.2
14163,1985,4,29,25.5
14164,1985,5,29,36
14165,1985,6,29,30.5
14166,1985,7,29,28
14167,1985,8,29,32.6
14168,1985,9,29,32.6
14169,1985,10,29,31.6
14170,1985,11,29,27
14171,1985,12,29,22.7
14172,1986,1,29,27.5
14173,1986,2,29,
14174,1986,3,29,40
14175,1986,4,29,31.8
14176,1986,5,29,36.8
14177,1986,6,29,30.6
14178,1986,7,29,32
14179,1986,8,29,34.8
14180,1986,9,29,25.6
14181,1986,10,29,30
14182,1986,11,29,27.8
14183,1986,12,29,24.2
14184,1987,1,29,27
14185,1987,2,29,
14186,1987,3,29,36.6
14187,1987,4,29,33.2
14188,1987,5,29,34.6
14189,1987,6,29,34.2
14190,1987,7,29,32.6
14191,1987,8,29,31.5
14192,1987,9,29,32.6
14193,1987,10,29,31.4
14194,1987,11,29,28.6
14195,1987,12,29,24.4
14196,1988,1,29,25.2
14197,1988,2,29,31
14198,1988,3,29,33.4
14199,1988,4,29,30.7
14200,1988,5,29,30.6
14201,1988,6,29,31.1
14202,1988,7,29,33.1
14203,1988,8,29,28.8
14204,1988,9,29,34
14205,1988,10,29,32.6
14206,1988,11,29,19.9
14207,1988,12,29,24.4
14208,1989,1,29,24.8
14209,1989,2,29,
